Name,City,Country,IATA,ICAO,Latitude,Longitude
Kryvyi Rih International Airport,Krivoy Rog,Ukraine,KWG,UKDR,48.04330063,33.20999908
Kharkiv International Airport,Kharkov,Ukraine,HRK,UKHH,49.92480087,36.29000092
Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,IFO,UKLI,48.88420105,24.68610001
Chernivtsi International Airport,Chernovtsk,Ukraine,CWC,UKLN,48.25930023,25.98080063
Rivne International Airport,Rivne,Ukraine,RWN,UKLR,50.60710144,26.14159966
Uzhhorod International Airport,Uzhgorod,Ukraine,UDJ,UKLU,48.63430023,22.26339912
Solovki Airport,Solovetsky Islands,Russia,CSH,ULAS,65.02999878,35.73333359
Cherepovets Airport,Cherepovets,Russia,CEE,ULBC,59.27360153,38.01580048
Amderma Airport,Amderma,Russia,AMV,ULDD,69.76329803,61.5564003
Kotlas Airport,Kotlas,Russia,KSZ,ULKK,61.2358017,46.69749832
Petrozavodsk Airport,Petrozavodsk,Russia,PES,ULPB,61.8852005,34.15470123
Hrodna Airport,Hrodna,Belarus,GNA,UMMG,53.60200119,24.05380058
Mogilev Airport,Mogilev,Belarus,MVQ,UMOO,53.95489883,30.0951004
Yeniseysk Airport,Yeniseysk,Russia,EIE,UNII,58.4742012,92.11250305
Kyzyl Airport,Kyzyl,Russia,KYZ,UNKY,51.66939926,94.40059662
Spichenkovo Airport,Novokuznetsk,Russia,NOZ,UNWW,53.811401,86.877197
Khatanga Airport,Khatanga,Russia,HTG,UOHH,71.97810364,102.4909973
Igarka Airport,Igarka,Russia,IAA,UOII,67.43720245,86.62190247
Khankala Air Base,Grozny,Russia,\N,URMG,43.29809952,45.78409958
Nalchik Airport,Nalchik,Russia,NAL,URMN,43.51290131,43.63660049
Beslan Airport,Beslan,Russia,OGZ,URMO,43.20510101,44.60660172
Elista Airport,Elista,Russia,ESL,URWI,46.37390137,44.33089828
Aleknagik / New Airport,Aleknagik,United States,WKK,5A8,59.2826004,-158.6179962
Mercer County Airport,Bluefield,United States,BLF,KBLF,37.29579926,-81.20770264
Mid Delta Regional Airport,Greenville,United States,GLH,KGLH,33.48289871,-90.98560333
Tri Cities Airport,Pasco,United States,PSC,KPSC,46.26470184,-119.1190033
Akutan Seaplane Base,Akutan,United States,KQA,KQA,54.13377044,-165.7788956
Lopez Island Airport,Lopez,United States,LPS,S31,48.48389816,-122.9380035
Salekhard Airport,Salekhard,Russia,SLY,USDD,66.59079742,66.61100006
Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA,USHH,61.0284996,69.08609772
Nyagan Airport,Nyagan,Russia,NYA,USHN,62.110001,65.614998
Sovetskiy Airport,Sovetskiy,Russia,OVS,USHS,61.32662201,63.60191345
Izhevsk Airport,Izhevsk,Russia,IJK,USII,56.8280983,53.45750046
Pobedilovo Airport,Kirov,Russia,KVX,USKK,58.50329971,49.34830093
Nadym Airport,Nadym,Russia,NYM,USMM,65.48090363,72.69889832
Raduzhny Airport,Raduzhnyi,Russia,RAT,USNR,62.15859985,77.3289032
Nefteyugansk Airport,Nefteyugansk,Russia,NFG,USRN,61.10829926,72.65000153
Kurgan Airport,Kurgan,Russia,KRO,USUU,55.47529984,65.41560364
Khudzhand Airport,Khudzhand,Tajikistan,LBD,UTDL,40.2154007,69.69470215
Andizhan Airport,Andizhan,Uzbekistan,AZN,UTKA,40.72769928,72.29399872
Fergana International Airport,Fergana,Uzbekistan,FEG,UTKF,40.35879898,71.74500275
Namangan Airport,Namangan,Uzbekistan,NMA,UTKN,40.98460007,71.55670166
Nukus Airport,Nukus,Uzbekistan,NCU,UTNN,42.48839951,59.62329865
Urgench Airport,Urgench,Uzbekistan,UGC,UTNU,41.58430099,60.64170074
Karshi Khanabad Airport,Khanabad,Uzbekistan,KSQ,UTSL,38.83359909,65.92150116
Termez Airport,Termez,Uzbekistan,TMJ,UTST,37.2867012,67.30999756
Staroselye Airport,Rybinsk,Russia,RYB,UUBK,58.10419846,38.9294014
Belgorod International Airport,Belgorod,Russia,EGO,UUOB,50.64379883,36.59009933
Kursk East Airport,Kursk,Russia,URS,UUOK,51.75059891,36.29560089
Lipetsk Airport,Lipetsk,Russia,LPK,UUOL,52.70280075,39.53779984
Vorkuta Airport,Vorkuta,Russia,VKT,UUYW,67.48860168,63.99309921
Bugulma Airport,Bugulma,Russia,UUA,UWKB,54.63999939,52.80170059
Yoshkar-Ola Airport,Yoshkar-Ola,Russia,JOK,UWKJ,56.70059967,47.90470123
Cheboksary Airport,Cheboksary,Russia,CSY,UWKS,56.09030151,47.34730148
Ulyanovsk East Airport,Ulyanovsk,Russia,ULY,UWLW,54.40100098,48.80270004
Orsk Airport,Orsk,Russia,OSW,UWOR,51.07249832,58.59560013
Penza Airport,Penza,Russia,PEZ,UWPP,53.11059952,45.02109909
Saransk Airport,Saransk,Russia,SKX,UWPS,54.1251297,45.21225739
Balakovo Airport,Balakovo,Russia,BWO,UWSB,51.85829926,47.74560165
Hubli Airport,Hubli,India,HBX,VAHB,15.36170006,75.0848999
Koggala Airport,Koggala,Sri Lanka,KCT,VCCK,5.99368,80.32029724
Weerawila Airport,Wirawila,Sri Lanka,WRZ,VCCW,6.254489899,81.23519897
Battambang Airport,Battambang,Cambodia,BBM,VDBG,13.09560013,103.223999
Shillong Airport,Shillong,India,SHL,VEBI,25.70359993,91.97869873
Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,VEGT,26.10610008,91.58589935
Dimapur Airport,Dimapur,India,DMU,VEMR,25.88389969,93.77110291
Tezpur Airport,Tezpur,India,TEZ,VETZ,26.70910072,92.78469849
Barisal Airport,Barisal,Bangladesh,BZL,VGBR,22.8010006,90.30120087
Ban Huoeisay Airport,Huay Xai,Laos,HOE,VLHS,20.25729942,100.4369965
Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP,27.678101,84.429398
Bhadrapur Airport,Chandragarhi,Nepal,BDP,VNCG,26.57080078,88.07959747
Meghauli Airport,Meghauli,Nepal,MEY,VNMG,27.5774,84.22875
Nepalgunj Airport,Nepalgunj,Nepal,KEP,VNNG,28.10359955,81.66699982
Gan International Airport,Gan Island,Maldives,GAN,VRMG,-0.693342,73.155602
Hanimaadhoo Airport,Haa Dhaalu Atoll,Maldives,HAQ,VRMH,6.744229794,73.17050171
Kadhdhoo Airport,Laamu Atoll,Maldives,KDO,VRMK,1.85916996,73.52189636
Mae Sot Airport,Tak,Thailand,MAQ,VTPM,16.69989967,98.54509735
Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,VVBM,12.66829968,108.1200027
Cat Bi International Airport,Haiphong,Vietnam,HPH,VVCI,20.81940079,106.7249985
Cam Ranh Airport,Nha Trang,Vietnam,CXR,VVCR,11.99820042,109.2190018
Co Ong Airport,Conson,Vietnam,VCS,VVCS,8.73183,106.633003
Can Tho International Airport,Can Tho,Vietnam,VCA,VVCT,10.08510017,105.711998
Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,VVDB,21.39749908,103.0080032
Phu Cat Airport,Phucat,Vietnam,UIH,VVPC,13.955,109.042
Pleiku Airport,Pleiku,Vietnam,PXU,VVPK,14.00450039,108.0169983
Vinh Airport,Vinh,Vietnam,VII,VVVH,18.73760033,105.6709976
Banmaw Airport,Banmaw,Burma,BMO,VYBM,24.2689991,97.24620056
Dawei Airport,Dawei,Burma,TVY,VYDW,14.10389996,98.20359802
Kawthoung Airport,Kawthoung,Burma,KAW,VYKT,10.04930019,98.53800201
Loikaw Airport,Loikaw,Burma,LIW,VYLK,19.69149971,97.21479797
Mawlamyine Airport,Mawlamyine,Burma,MNU,VYMM,16.44470024,97.66069794
Pathein Airport,Pathein,Burma,BSX,VYPN,16.815201,94.7799
Pakhokku Airport,Pakhokku,Burma,PKK,VYPU,21.4043,95.11125
Sumbawa Besar Airport,Sumbawa Island,Indonesia,SWQ,WADS,-8.489040375,117.4120026
Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,TMC,WADT,-9.40972,119.244003
Bokondini Airport,Bokondini-Papua Island,Indonesia,BUI,WAJB,-3.6822,138.6755
Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,WAJS,-3.45,140.779
Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,TJS,WALG,2.835833333,117.3736111
Datadawai Airport,Datadawai-Borneo Island,Indonesia,DTD,WALJ,0.8106,114.5306
Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,BEJ,WALK,2.1555,117.431999
Warukin Airport,Tanjung-Borneo Island,Indonesia,TJG,WAON,-2.216559887,115.435997
Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,SMQ,WAOS,-2.499190092,112.9749985
Dumatumbun Airport,Langgur-Kei Islands,Indonesia,LUV,WAPL,-5.66162014,132.7310028
Mali Airport,Alor Island,Indonesia,ARD,WATM,-8.132340431,124.5970001
Belaga Airport,Belaga,Malaysia,BLG,WBGC,2.650000095,113.7669983
Long Lellang Airport,Long Datih,Malaysia,LGL,WBGF,3.421000004,115.1539993
Long Seridan Airport,Long Seridan,Malaysia,ODN,WBGI,3.967000008,115.0500031
Mukah Airport,Mukah,Malaysia,MKM,WBGK,2.90639,112.080002
Bakalalan Airport,Bakalalan,Malaysia,BKM,WBGQ,3.973999977,115.6179962
Lawas Airport,Lawas,Malaysia,LWY,WBGW,4.84917,115.407997
Bario Airport,Bario,Malaysia,BBN,WBGZ,3.733890057,115.4789963
Tomanggong Airport,Tomanggong,Malaysia,TMG,WBKM,5.40257,118.65763
Kudat Airport,Kudat,Malaysia,KUD,WBKT,6.922500134,116.8359985
Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG,WIAT,-5.240556,105.175556
Halim Perdanakusuma International Airport,Jakarta,Indonesia,HLP,WIHH,-6.266610146,106.8909988
Ranai Airport,Ranai-Natuna Besar Island,Indonesia,NTX,WION,3.90871,108.388
Pangsuma Airport,Putussibau-Borneo Island,Indonesia,PSU,WIOP,0.835578024,112.9369965
Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS,0.063619003,111.4729996
Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,PDO,WIPQ,-3.286070108,103.8799973
Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,LSW,WITM,5.226679802,96.95030212
Pulau Pangkor Airport,Pangkor Island,Malaysia,PKG,WMPA,4.244719982,100.5530014
Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,LBW,WRLB,3.9028,115.6921
Nunukan Airport,Nunukan-Nunukan Island,Indonesia,NNX,WRLF,4.133333333,117.6666667
Long Apung Airport,Long Apung-Borneo Island,Indonesia,LPU,WRLP,1.704486,114.970297
Albany Airport,Albany,Australia,ALH,YABA,-34.94329834,117.8089981
Argyle Airport,Argyle,Australia,GYL,YARG,-16.6369,128.451004
Aurukun Airport,Aurukun,Australia,AUU,YAUR,-13.354067,141.72065
Barcaldine Airport,Barcaldine,Australia,BCI,YBAR,-23.56529999,145.3070068
Badu Island Airport,Badu Island,Australia,BDD,YBAU,-10.14999962,142.1734
Birdsville Airport,Birdsville,Australia,BVI,YBDV,-25.89749908,139.3480072
Broken Hill Airport,Broken Hill,Australia,BHQ,YBHI,-32.00139999,141.4720001
Hamilton Island Airport,Hamilton Island,Australia,HTI,YBHM,-20.35810089,148.9519959
Bedourie Airport,Bedourie,Australia,BEU,YBIE,-24.34609985,139.4600067
Bourke Airport,Bourke,Australia,BRK,YBKE,-30.03919983,145.9519958
Burketown Airport,Burketown,Australia,BUC,YBKT,-17.74860001,139.5339966
Boigu Airport,Boigu,Australia,GIC,YBOI,-9.232780457,142.2180023
Oakey Airport,Oakey,Australia,OKY,YBOK,-27.41139984,151.7350006
Boulia Airport,Boulia,Australia,BQL,YBOU,-22.91329956,139.8999939
Bathurst Airport,Bathurst,Australia,BHS,YBTH,-33.40940094,149.6519928
Blackwater Airport,Blackwater,Australia,BLT,YBTR,-23.60309982,148.8070068
Carnarvon Airport,Carnarvon,Australia,CVQ,YCAR,-24.880211,113.67174
Cobar Airport,Cobar,Australia,CAZ,YCBA,-31.53829956,145.7940063
Coober Pedy Airport,Coober Pedy,Australia,CPD,YCBP,-29.04000092,134.720993
Coconut Island Airport,Coconut Island,Australia,CNC,YCCT,-10.05000019,143.0700073
Cloncurry Airport,Cloncurry,Australia,CNJ,YCCY,-20.66860008,140.5039978
Ceduna Airport,Ceduna,Australia,CED,YCDU,-32.13059998,133.7100067
Cooktown Airport,Cooktown,Australia,CTN,YCKN,-15.44470024,145.1840057
Cunnamulla Airport,Cunnamulla,Australia,CMA,YCMU,-28.03000069,145.621994
Coonamble Airport,Coonamble,Australia,CNB,YCNM,-30.98329926,148.3760071
Coen Airport,Coen,Australia,CUQ,YCOE,-13.761133,143.113311
Cooma Snowy Mountains Airport,Cooma,Australia,OOM,YCOM,-36.30059814,148.973999
Doomadgee Airport,Doomadgee,Australia,DMD,YDMG,-17.9403,138.822006
Darnley Island Airport,Darnley Island,Australia,NLF,YDNI,-9.583330154,143.7669983
Devonport Airport,Devonport,Australia,DPO,YDPO,-41.16970062,146.4299927
Elcho Island Airport,Elcho Island,Australia,ELC,YELD,-12.01939964,135.5709991
Esperance Airport,Esperance,Australia,EPR,YESP,-33.684399,121.822998
Flinders Island Airport,Flinders Island,Australia,FLS,YFLI,-40.09170151,147.9929962
Geraldton Airport,Geraldton,Australia,GET,YGEL,-28.796101,114.707001
Gladstone Airport,Gladstone,Australia,GLT,YGLA,-23.869699,151.223007
Groote Eylandt Airport,Groote Eylandt,Australia,GTE,YGTE,-13.97500038,136.4600067
Griffith Airport,Griffith,Australia,GFF,YGTH,-34.25080109,146.0670013
Horn Island Airport,Horn Island,Australia,HID,YHID,-10.58640003,142.2899933
Hooker Creek Airport,Hooker Creek,Australia,HOK,YHOO,-18.33670044,130.6380005
Mount Hotham Airport,Mount Hotham,Australia,MHU,YHOT,-37.04750061,147.3339996
Hughenden Airport,Hughenden,Australia,HGD,YHUG,-20.81500053,144.2250061
Julia Creek Airport,Julia Creek,Australia,JCK,YJLC,-20.66830063,141.7230072
Kalbarri Airport,Kalbarri,Australia,KAX,YKBR,-27.692813,114.259169
King Island Airport,King Island,Australia,KNS,YKII,-39.87749863,143.878006
Kalkgurung Airport,Kalkgurung,Australia,KFG,YKKG,-17.43190002,130.8079987
Karumba Airport,Karumba,Australia,KRB,YKMB,-17.45669937,140.8300018
Kowanyama Airport,Kowanyama,Australia,KWM,YKOW,-15.48560047,141.7510071
Kubin Airport,Kubin,Australia,KUG,YKUB,-10.22500038,142.2180023
Leonora Airport,Leonora,Australia,LNO,YLEO,-28.87809944,121.3150024
Lake Evella Airport,Lake Evella,Australia,LEL,YLEV,-12.49890041,135.8059998
Lord Howe Island Airport,Lord Howe Island,Australia,LDH,YLHI,-31.53829956,159.0769959
Lockhart River Airport,Lockhart River,Australia,IRG,YLHR,-12.7869,143.304993
Lismore Airport,Lismore,Australia,LSY,YLIS,-28.83029938,153.2599945
Lightning Ridge Airport,Lightning Ridge,Australia,LHG,YLRD,-29.45669937,147.9839935
Longreach Airport,Longreach,Australia,LRE,YLRE,-23.43420029,144.2799988
Leinster Airport,Leinster,Australia,LER,YLST,-27.84329987,120.7030029
Laverton Airport,Laverton,Australia,LVO,YLTN,-28.61359978,122.4240036
Mabuiag Island Airport,Mabuiag Island,Australia,UBB,YMAA,-9.949999809,142.1829987
Meekatharra Airport,Meekatharra,Australia,MKR,YMEK,-26.61170006,118.5479965
Merimbula Airport,Merimbula,Australia,MIM,YMER,-36.90859985,149.901001
Milingimbi Airport,Milingimbi,Australia,MGT,YMGB,-12.09440041,134.8939972
Maningrida Airport,Maningrida,Australia,MNG,YMGD,-12.05609989,134.2339935
McArthur River Mine Airport,McArthur River Mine,Australia,MCV,YMHU,-16.44249916,136.0839996
Mildura Airport,Mildura,Australia,MQL,YMIA,-34.22919846,142.0859985
Mount Magnet Airport,Mount Magnet,Australia,MMG,YMOG,-28.11610031,117.8420029
Moree Airport,Moree,Australia,MRZ,YMOR,-29.49889946,149.8450012
Moranbah Airport,Moranbah,Australia,MOV,YMRB,-22.05780029,148.0769959
Moruya Airport,Moruya,Australia,MYA,YMRY,-35.89780045,150.1439972
Mount Gambier Airport,Mount Gambier,Australia,MGB,YMTG,-37.74560165,140.7850037
Mornington Island Airport,Mornington Island,Australia,ONG,YMTI,-16.66250038,139.1779938
Murray Island Airport,Murray Island,Australia,MYI,YMUI,-9.916669846,144.0549927
Maryborough Airport,Maryborough,Australia,MBH,YMYB,-25.5133,152.714996
Narrandera Airport,Narrandera,Australia,NRA,YNAR,-34.70220184,146.5119934
Narrabri Airport,Narrabri,Australia,NAA,YNBR,-30.31920052,149.8269959
Normanton Airport,Normanton,Australia,NTN,YNTN,-17.68409,141.069664
Newman Airport,Newman,Australia,ZNE,YNWN,-23.4178009,119.8030014
Olympic Dam Airport,Olympic Dam,Australia,OLP,YOLD,-30.48500061,136.8769989
Port Augusta Airport,Argyle,Australia,PUG,YPAG,-32.50690079,137.7169952
Palm Island Airport,Palm Island,Australia,PMK,YPAM,-18.75530052,146.5809937
Paraburdoo Airport,Paraburdoo,Australia,PBO,YPBO,-23.17110062,117.7450027
Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK,YPCC,-12.18830013,96.83390045
Gove Airport,Gove,Australia,GOV,YPGV,-12.26939964,136.8179932
Parkes Airport,Parkes,Australia,PKE,YPKS,-33.13140106,148.2389984
Port Lincoln Airport,Port Lincoln,Australia,PLO,YPLC,-34.6053009,135.8800049
Pormpuraaw Airport,Pormpuraaw,Australia,EDR,YPMP,-14.896451,141.60908
Port Macquarie Airport,Port Macquarie,Australia,PQQ,YPMQ,-31.43580055,152.8630066
Portland Airport,Portland,Australia,PTJ,YPOD,-38.31809998,141.470993
Quilpie Airport,Quilpie,Australia,ULP,YQLP,-26.61219978,144.253006
Ramingining Airport,Ramingining,Australia,RAM,YRNG,-12.35639954,134.897995
Roma Airport,Roma,Australia,RMA,YROM,-26.54500008,148.7749939
St George Airport,St George,Australia,SGO,YSGE,-28.04969978,148.5950012
Shark Bay Airport,Shark Bay,Australia,MJK,YSHK,-25.89389992,113.5770035
Saibai Island Airport,Saibai Island,Australia,SBR,YSII,-9.378330231,142.625
Strahan Airport,Strahan,Australia,SRN,YSRN,-42.15499878,145.2920074
Thargomindah Airport,Thargomindah,Australia,XTG,YTGM,-27.9864006,143.8110046
Tennant Creek Airport,Tennant Creek,Australia,TCA,YTNK,-19.63439941,134.1829987
Victoria River Downs Airport,Victoria River Downs,Australia,VCD,YVRD,-16.4021244,131.0049744
Warraber Island Airport,Sue Islet,Australia,SYU,YWBS,-10.20829964,142.8249969
Windorah Airport,Windorah,Australia,WNR,YWDH,-25.41309929,142.6670074
Whyalla Airport,Whyalla,Australia,WYA,YWHA,-33.05889893,137.5140076
Wiluna Airport,Wiluna,Australia,WUN,YWLU,-26.62919998,120.2210007
Wollongong Airport,Wollongong,Australia,WOL,YWOL,-34.56110001,150.7890015
Winton Airport,Winton,Australia,WIN,YWTN,-22.36359978,143.0859985
Wynyard Airport,Burnie,Australia,BWT,YWYY,-40.99890137,145.7310028
Yorke Island Airport,Yorke Island,Australia,OKR,YYKI,-9.752801,143.405673
Yam Island Airport,Yam Island,Australia,XMY,YYMI,-9.901109695,142.776001
Beijing Nanyuan Airport,Beijing,China,NAY,ZBNY,39.78279877,116.3880005
Chifeng Airport,Chifeng,China,CIF,ZBCF,42.23500061,118.9079971
Changzhi Airport,Changzhi,China,CIH,ZBCZ,36.247501,113.125999
Datong Airport,Datong,China,DAT,ZBDT,40.060299,113.482002
Baita International Airport,Hohhot,China,HET,ZBHH,40.851398,111.823997
Baotou Airport,Baotou,China,BAV,ZBOW,40.56000137,109.9970016
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28070068,114.6969986
Tongliao Airport,Tongliao,China,TGO,ZBTL,43.556702,122.199997
Ulanhot Airport,Ulanhot,China,HLH,ZBUL,46.195333,122.008333
Xilinhot Airport,Xilinhot,China,XIL,ZBXH,43.91559982,115.9639969
Beihai Airport,Beihai,China,BHY,ZGBH,21.5394,109.293999
Changde Airport,Changde,China,CGD,ZGCD,28.91889954,111.6399994
Dayong Airport,Dayong,China,DYG,ZGDY,29.1028,110.443001
Meixian Airport,Meixian,China,MXZ,ZGMX,24.35000038,116.1330032
Zhuhai Jinwan Airport,Zhuhai,China,ZUH,ZGSD,22.006399,113.375999
Liuzhou Bailian Airport,Liuzhou,China,LZH,ZGZH,24.2075,109.390999
Zhanjiang Airport,Zhanjiang,China,ZHA,ZGZJ,21.214399,110.358002
Enshi Airport,Enshi,China,ENH,ZHES,30.32029915,109.4850006
Nanyang Jiangying Airport,Nanyang,China,NNY,ZHNY,32.980801,112.614998
Xiangyang Liuji Airport,Xiangfan,China,XFN,ZHXF,32.1506,112.291
Yichang Sanxia Airport,Yichang,China,YIH,ZHYC,30.55655,111.479988
Ankang Wulipu Airport,Ankang,China,AKA,ZLAK,32.708099,108.931
Golmud Airport,Golmud,China,GOQ,ZLGM,36.4006,94.786102
Hanzhong Chenggu Airport,Hanzhong,China,HZG,ZLHZ,33.134136,107.206014
Qingyang Airport,Qingyang,China,IQN,ZLQY,35.799702,107.602997
Xining Caojiabu Airport,Xining,China,XNN,ZLXN,36.5275,102.042999
Yan'an Ershilipu Airport,Yan'an,China,ENY,ZLYA,36.636902,109.554001
Yulin Yuyang Airport,Yulin,China,UYN,ZLYL,38.35971,109.590927
Arvaikheer Airport,Arvaikheer,Mongolia,AVK,ZMAH,46.25030136,102.802002
Altai Airport,Altai,Mongolia,LTI,ZMAT,46.37639999,96.22109985
Bayankhongor Airport,Bayankhongor,Mongolia,BYN,ZMBH,46.16329956,100.7040024
Dalanzadgad Airport,Dalanzadgad,Mongolia,DLZ,ZMDZ,43.59170151,104.4300003
Khovd Airport,Khovd,Mongolia,HVD,ZMKD,47.95410156,91.62819672
Mörön Airport,Muren,Mongolia,MXV,ZMMN,49.66329956,100.098999
Diqing Airport,Shangri-La,China,DIG,ZPDQ,27.7936,99.6772
Mangshi Airport,Luxi,China,LUM,ZPLX,24.4011,98.5317
Pu'er Simao Airport,Simao,China,SYM,ZPSM,22.793301,100.959
Zhaotong Airport,Zhaotong,China,ZAT,ZPZT,27.32559967,103.7549973
Ganzhou Airport,Ganzhou,China,KOW,ZSGZ,25.853333,114.778889
Jingdezhen Airport,Jingdezhen,China,JDZ,ZSJD,29.33860016,117.1760025
Jiujiang Lushan Airport,Jiujiang,China,JIU,ZSJJ,29.476944,115.801111
Quzhou Airport,Quzhou,China,JUZ,ZSJU,28.965799,118.899002
Lianyungang Airport,Lianyungang,China,LYG,ZSLG,34.571667,118.873611
Huangyan Luqiao Airport,Huangyan,China,HYN,ZSLQ,28.56220055,121.4290009
Shubuling Airport,Linyi,China,LYI,ZSLY,35.04610062,118.4120026
Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,ZSQZ,24.7964,118.589996
Tunxi International Airport,Huangshan,China,TXN,ZSTX,29.73329926,118.2559967
Weifang Airport,Weifang,China,WEF,ZSWF,36.646702,119.119003
Weihai Airport,Weihai,China,WEH,ZSWH,37.18709946,122.2289963
Sunan Shuofang International Airport,Wuxi,China,WUX,ZSWX,31.49440002,120.4290009
Nanping Wuyishan Airport,Wuyishan,China,WUS,ZSWY,27.7019,118.000999
Wenzhou Longwan International Airport,Wenzhou,China,WNZ,ZSWZ,27.912201,120.851997
Yancheng Airport,Yancheng,China,YNZ,ZSYN,33.425833,120.203056
Yiwu Airport,Yiwu,China,YIW,ZSYW,29.34469986,120.0319977
Zhoushan Airport,Zhoushan,China,HSN,ZSZS,29.93420029,122.3619995
Qamdo Bangda Airport,Bangda,China,BPX,ZUBD,30.55360031,97.10829926
Dachuan Airport,Dazhou,China,DAX,ZUDX,31.1302,107.4295
Guangyuan Airport,Guangyuan,China,GYS,ZUGU,32.39110184,105.7020035
Luzhou Airport,Luzhou,China,LZO,ZULZ,28.85219955,105.3929977
Mianyang Airport,Mianyang,China,MIG,ZUMY,31.42810059,104.7409973
Nanchong Airport,Nanchong,China,NAO,ZUNC,30.79545,106.1626
Nyingchi Airport,Nyingchi,China,LZY,ZUNZ,29.30330086,94.33529663
Wanxian Airport,Wanxian,China,WXN,ZUWX,30.8017,108.433
Aksu Airport,Aksu,China,AKU,ZWAK,41.262501,80.291702
Qiemo Yudu Airport,Qiemo,China,IQM,ZWCM,38.233611,85.465556
Kuqa Airport,Kuqa,China,KCA,ZWKC,41.677856,82.872917
Korla Airport,Korla,China,KRL,ZWKL,41.69779968,86.12889862
